# Hesudhar Corrections File
# Format: incorrect_word|corrected_word
# This file is automatically updated when the database changes
# Last updated: 2025-08-12
# Total entries: 9607

آئينه|آئينہ
ڄاراهو|ڄاراھو
ڄاڙه|ڄاڙہ
ڄاڙهه|ڄاڙھہ
ڄاگھو|ڄاگهو
ڄامه|ڄامہ
ڄانگھر|ڄانگهر
ڄانگھڙيل|ڄانگهڙيل
ڄانگھو|ڄانگهو
ڄانگھي|ڄانگهي
ڄاڻڻهار|ڄاڻڻھار
ڄاهو|ڄاھو
ڄڄوها|ڄڄوھا
ڄڙهه|ڄڙھہ
ڄلھائي|ڄلهائي
ڄلھھ|ڄلهه
ڄلھو|ڄلهو
ڄنگھڙ|ڄنگهڙ
ڄنگھڙي|ڄنگهڙي
ڄنگھڙيل|ڄنگهڙيل
ڄنگھه|ڄنگهہ
ڄنگھون|ڄنگهون
ڄنگھي|ڄنگهي
ڄهيرو|ڄھيرو
چئه|چئہ
چاپاهه|چاپاھ
چاپهن|چاپھن
چاپهه|چاپھہ
چاره|چارہ
چاڙاهو|چاڙاھو
چاڙه|چاڙھ
چاڙهائڻ|چاڙھائڻ
چاڙهاڪا|چاڙھاڪا
چاڙهاڪو|چاڙھاڪو
چاڙهاڻي|چاڙھاڻي
چاڙهڻ|چاڙهڻ
چاڙهڻو|چاڙهڻو
چاڙهه|چاڙھہ
چاڙهو|چاڙھو
چاڙهي|چاڙھي
چاڙهيار|چاڙھيار
چاڙهيڪو|چاڙھيڪو
چاڙهيڪي|چاڙھيڪي
چاڙهين|چاڙھين
چاڙهيون|چاڙھيون
چالھيارو|چالهيارو
چاليهارو|چاليھارو
چاليهه|چاليھہ
چاليهو|چاليھو
چاليهون|چاليھون
چانگھار|چانگهار
چانگھارا|چانگهارا
چانگھارڻ|چانگهارڻ
چانگھارو|چانگهارو
چانگھه|چانگهہ
چانگھو|چانگهو
چانه|چانہ
چانهان|چانھان
چانهه|چانھہ
چانهون|چانھون
چانهين|چانھين
چانھه|چانھہ
چانيها|چانيھا
چانيهو|چانيھو
چاهڙ|چاھڙ
چاهڪ|چاھڪ
چاهڻ|چاھڻ
چاهه|چاھ
چاهي|چاھي
چاهيون|چاھيون
چاھھ|چاھہ
چٽيهو|چٽيھو
چراگاهه|چراگاھ
چرهات|چرھات
چرهاڻ|چرھاڻ
چرهو|چرھو
چڙه|چڙھ
چڙهئي|چڙھئي
چڙهاء|چڙھاء
چڙهائڻ|چڙھائڻ
چڙهائي|چڙھائي
چڙهاڪت|چڙھاڪت
چڙهان|چڙھان
چڙهت|چڙھت
چڙهتي|چڙھتي
چڙهڪ|چڙھڪ
چڙهندي|چڙھندي
چڙهڻ|چڙھڻ
چڙهڻي|چڙھڻي
چڙهه|چڙھہ
چڙهو|چڙھو
چڙهي|چڙھي
چڙهيو|چڙھيو
چڪيهه|چڪيھہ
چگھا|چگها
چگھر|چگهر
چگھڙ|چگهڙ
چگھنو|چگهنو
چگھڻ|چگهڻ
چگھه|چگهہ
چگھو|چگهو
چگھوٽو|چگهوٽو
چڳهه|چڳهہ
چُڳهَه|چُڳهَہ
چلغوزه|چلغوزہ
چلهه|چلهہ
چُلهه|چُلهہ
چلھا|چلها
چلھائڻ|چلهائڻ
چلھتو|چلهتو
چلھجڻ|چلهجڻ
چلھجي|چلهجي
چلھر|چلهر
چلھري|چلهري
چلھڻ|چلهڻ
چلھه|چلھہ
چلھو|چلهو
چلھي|چلهي
چمڪئه|چمڪئہ
چمهري|چمھري
چنجھائي|چنجهائي
چنجھو|چنجهو
چنگهه|چنگهہ
چنگھائڻ|چنگهائڻ
چنگھڪار|چنگهڪار
چنگھڻ|چنگهڻ
چنگھڻيون|چنگهڻيون
چنگھون|چنگهون
چنهر|چنھر
چنهه|چنھہ
چهائڻ|چھائڻ
چهار|چھار
چهانڊ|چھانڊ
چهانڊون|چھانڊون
چهبڪ|چھبڪ
چهٻچو|چھٻچو
چهٻر|چھٻر
چهٻري|چھٻري
چهٽڻ|چھٽڻ
چهچ|چھچ
چهچٽو|چھچٽو
چهڏ|چھڏ
چهر|چھر
چهرائي|چھرائي
چهراڻ|چھراڻ
چهره|چھرہ
چهرو|چھرو
چهري|چھري
چهريون|چھريون
چهڙ|چھڙ
چهڙا|چھڙا
چهڙائتو|چھڙائتو
چهڙڪي|چھڙڪي
چهڙو|چھڙو
چهڙي|چھڙي
چهڙيل|چھڙيل
چهڪ|چھڪ
چهڪڻ|چھڪڻ
چهڪو|چھڪو
چهل|چھل
چهلڙا|چھلڙا
چهلڙو|چھلڙو
چهلم|چھلم
چهلو|چھلو
چهن|چھن
چهنب|چھنب
چهنبدار|چھنبدار
چهنبدارون|چھنبدارون
چهنبر|چھنبر
چهنج|چھنج
چهنچ|چھنچ
چهنڊڙي|چھنڊڙي
چهنڊي|چھنڊي
چهنگ|چھنگ
چهنگارڻ|چھنگارڻ
چهنگر|چھنگر
چهڻ|چھڻ
چهه|چھہ
چهو|چھو
چهواڻ|چھواڻ
چهوڙڻ|چھوڙڻ
چهوڪي|چھوڪي
چهوڪيون|چھوڪيون
چهي|چھي
چوئيتاليهه|چوئيتاليھ
چوپهري|چوپھري
چوٽيهه|چوٽيھہ
چوڏنهن|چوڏنھن
چوڏها|چوڏھا
چوڏهن|چوڏھن
چوڏهون|چوڏھون
چوڏهين|چوڏھين
چوڏهيو|چوڏھيو
چوراهو|چوراھو
چولڙهه|چولڙھہ
چولھاٽ|چولهاٽ
چولھڙ|چولهڙ
چولھڙهه|چولهڙھہ
چومهري|چومھري
چونجھائي|چونجهائي
چونجھو|چونجهو
چونگھر|چونگهر
چونگھرون|چونگهرون
چونهه|چونھہ
چوڻاها|چوڻاھا
چوڻاهو|چوڻاھو
چوڻهار|چوڻھار
چوه|چوھ
چوهائڻ|چوھائڻ
چوهارا|چوھارا
چوهارو|چوھارو
چوهاڻ|چوھاڻ
چوهتر|چوھتر
چوهٺ|چوھٺ
چوهٽي|چوھٽي
چوهٽيون|چوھٽيون
چوهٿي|چوھٿي
چوهٿيون|چوھٿيون
چوهڙ|چوھڙ
چوهڙي|چوھڙي
چوهڻ|چوھڻ
چوهو|چوھو
چوهي|چوھي
چوونجاهه|چوونجاھ
چوويهه|چوويھ
چوويهو|چوويھو
چوويھه|چوويھہ
چيئه|چيئہ
چيجهه|چيجهہ
چيده|چيدھ
چيره|چيرہ
چيڙهارو|چيڙھارو
چيڙهالو|چيڙھالو
چيڙهڻو|چيڙھڻو
چيڙهه|چيڙھہ
چيڙهو|چيڙھو
چيلهه|چيلهہ
چيلھڪي|چيلهڪي
چيلھه|چيلهہ
چيلھو|چيلهو
چيلھيون|چيلهيون
چينجھڙ|چينجهڙ
چينجھڙو|چينجهڙو
چينگهه|چينگهہ
چينگھا|چينگها
چينگھاٽ|چينگهاٽ
چينگھارڻ|چينگهارڻ
چينگھٽ|چينگهٽ
چينگھڙ|چينگهڙ
چينگھڻ|چينگهڻ
چينگھو|چينگهو
چينهه|چينھہ
چيها|چيھا
چيهاٽ|چيھاٽ
چيهاٽون|چيھاٽون
چيهاڙ|چيھاڙ
چيهاڙيون|چيھاڙيون
چيهاڻي|چيھاڻي
چيهل|چيھل
چيهه|چيھہ
چيهو|چيھو
ڇائيتاليهه|ڇائيتاليھ
ڇاٻاهي|ڇاٻاھي
ڇاڏهول|ڇاڏھول
ڇاڏوهڙ|ڇاڏوھڙ
ڇاڙهه|ڇاڙھہ
ڇاڙهو|ڇاڙھو
ڇاڙهي|ڇاڙھي
ڇانگهه|ڇانگهہ
ڇانگھر|ڇانگهر
ڇانگھڻ|ڇانگهڻ
ڇانهر|ڇانھر
ڇانهولو|ڇانھولو
ڇانهون|ڇانھون
ڇانهي|ڇانھي
ڇانهيال|ڇانھيال
ڇانهين|ڇانھين
ڇاهاني|ڇاھاني
ڇاهتر|ڇاھتر
ڇاهٺ|ڇاھٺ
ڇاهل|ڇاھل
ڇاهو|ڇاھو
ڇاهوٽڻ|ڇاھوٽڻ
ڇاهون|ڇاھون
ڇاهي|ڇاھي
ڇاونجاهه|ڇاونجاھ
ڇپڻهار|ڇپڻھار
ڇٽيهه|ڇٽيھ
ڇٽيهو|ڇٽيھو
ڇڄهري|ڇڄھري
ڇڇوهر|ڇڇوھر
ڇرهو|ڇرھو
ڇريهر|ڇريھر
ڇڙڳاهي|ڇڙڳاھي
ڇڙه|ڇڙھ
ڇڙهائي|ڇڙھائي
ڇڙهاٽ|ڇڙھاٽ
ڇڙهه|ڇڙھہ
ڇڙهو|ڇڙھو
ڇڙهون|ڇڙھون
ڇڙهي|ڇڙھي
ڇڙهيدار|ڇڙھيدار
ڇڙهيون|ڇڙھيون
ڇلهه|ڇلهہ
ڇلھوري|ڇلهوري
ڇماهي|ڇماھي
ڇنگهه|ڇنگهہ
ڇنگھو|ڇنگهو
ڇنهڙو|ڇنھڙو
ڇنهون|ڇنھون
ڇه|ڇھ
ڇهئي|ڇھئي
ڇهائڻ|ڇھائڻ
ڇهائي|ڇھائي
ڇهارا|ڇھارا
ڇهارو|ڇھارو
ڇهاس|ڇھاس
ڇهاسي|ڇھاسي
ڇهانوي|ڇھانوي
ڇهاڻي|ڇھاڻي
ڇهر|ڇھر
ڇهڙ|ڇھڙ
ڇهڙائپ|ڇھڙائپ
ڇهڙم|ڇھڙم
ڇهل|ڇھل
ڇهلائڻ|ڇھلائڻ
ڇهنڊ|ڇھنڊ
ڇهنڊڻ|ڇھنڊڻ
ڇهنڊو|ڇھنڊو
ڇهنگڻ|ڇھنگڻ
ڇهڻ|ڇھڻ
ڇهه|ڇھہ
ڇهو|ڇھو
ڇهوتر|ڇھوتر
ڇهوترو|ڇھوترو
ڇهون|ڇھون
ڇهوڻ|ڇھوڻ
ڇهوڻو|ڇھوڻو
ڇهي|ڇھي
ڇهين|ڇھين
ڇھه|ڇھہ
ڇوڏاهو|ڇوڏاھو
ڇوهائي|ڇوھائي
ڇوهارو|ڇوھارو
ڇوهر|ڇوھر
ڇوهه|ڇوھہ
ڇوهو|ڇوھو
ڇوهي|ڇوھي
ڇوهيڪار|ڇوھيڪار
ڇوهيو|ڇوھيو
ڇويهه|ڇويھہ
ڇيڄهڙو|ڇيڄھڙو
ڇيڙهڻ|ڇيڙھڻ
ڇيڙهه|ڇيڙھہ
ڇيڙهون|ڇيڙھون
ڇينگھو|ڇينگهو
ڇينهرو|ڇينھرو
ڇينهڙا|ڇينھڙا
ڇينهڙو|ڇينھڙو
ڇيڻهار|ڇيڻھار
ڇيڻھو|ڇيڻهو
ڇيهڙ|ڇيھڙ
ڇيهڙو|ڇيھڙو
ڇيهل|ڇيھل
ڇيهلو|ڇيھلو
ڇيهڻ|ڇيھڻ
ڇيهه|ڇيھہ
ڇيهو|ڇيھو
ڇيهون|ڇيھون
ڇيهي|ڇيھي
حاسه|حاسہ
حاشيه|حاشيہ
حافظه|حافظہ
حاڪمانه|حاڪمانہ
حاليه|حاليہ
حامله|حاملہ
حجابانه|حجابانہ
حجره|حجرہ
حجله|حجلہ
حده|حدہ
حديبيه|حديبيہ
حربگاهه|حربگاھ
حربه|حربہ
حسنه|حسنہ
حسينه|حسينہ
حلاله|حلالہ
حلقئه|حلقئہ
حلقه|حلقہ
حمزه|حمزہ
حمله|حملہ
حميده|حميدہ
حنيفه|حنيفہ
حوصله|حوصلہ
خاتمه|خاتمہ
خارجه|خارجہ
خاڪاهو|خاڪاھو
خانبهادر|خانبھادر
خانقاهه|خانقاھ
خانگاهه|خانگاھ
خانه|خانہ
خانواده|خانوادہ
خانواهڻ|خانواھڻ
خانواهه|خانواھ
خايه|خايہ
خبيثه|خبيثہ
خجسته|خجستہ
خديجه|خديجہ
خرارهئڻ|خرارھئڻ
خرده|خردہ
خرقه|خرقہ
خرگاهه|خرگاھ
خرمهره|خرمهرہ
خزانه|خزانہ
خزيمه|خزيمہ
خزينه|خزينہ
خسته|خستہ
خسروانه|خسروانہ
خطه|خطہ
خفته|خفتہ
خفيه|خفيہ
خلقڻهار|خلقڻھار
خليفه|خليفہ
خميده|خميدہ
خنده|خندہ
خواجه|خواجہ
خواسته|خواستہ
خوانده|خواندہ
خواه|خواھ
خواهان|خواھان
خواهر|خواھر
خواهش|خواھش
خواهشمند|خواھشمند
خواهه|خواھ
خواهي|خواھي
خورده|خوردہ
خوشه|خوشہ
خيرخواهه|خيرخواھ
خيره|خيرہ
خيمه|خيمه
دادخواهي|دادخواھي
داددهش|داددھش
داڙهه|داڙھہ
داسنگهه|داسنگهہ
داشته|داشتہ
دالهن|دالهن
داناهه|داناھ
داناهي|داناھي
دانسته|دانستہ
دانهن|دانھن
دانهنر|دانھنر
دانهڻ|دانھڻ
دانهه|دانھہ
دانهوڙي|دانھوڙي
دانهون|دانھون
دانهير|دانھير
دانهين|دانھين
داهڙ|داھڙ
داهه|داھ
دٻهڙو|دٻھڙو
دتاهو|دتاھو
دتهڻڻ|دتھڻڻ
دجله|دجلہ
دراهم|دراھم
دراهو|دراھو
دراهي|دراھي
درپرده|درپردہ
درسگاهه|درسگاھ
درشهوار|درشھوار
درگاهه|درگاھ
درگهه|درگهہ
درمانده|درماندہ
درماهه|درماھ
درماهو|درماھو
دره|درہ
درها|درھا
درهڙ|درھڙ
درهم|درھم
درهي|درھي
دروهه|دروھہ
دروهي|دروھي
درياهه|درياھ
درياهي|درياھي
درياھھ|درياھہ
دڙرڪارهجڻ|دڙرڪارھجڻ
دڙها|دڙھا
دڙهر|دڙھر
دڙهڙ|دڙھڙ
دڙهو|دڙھو
دڙهي|دڙھي
دسته|دستہ
دسهڙو|دسھڙو
دعاگھرڻ|دعاگهرڻ
دغدغه|دغدغہ
دڪه|دڪہ
دلهير|دلھير
دليرانه|دليرانہ
دمبها|دمبھا
دمبهو|دمبھو
دمهڙو|دمھڙو
دمهيا|دمھيا
دنجهه|دنجهہ
ده|دہ
دهائي|دھائي
دهات|دھات
دهاتي|دھاتي
دهان|دھان
دهانو|دھانو
دهاني|دھاني
دهدار|دھدار
دهر|دھر
دهرا|دھرا
دهرائڻ|دھرائڻ
دهرم|دھرم
دهرڻ|دھرڻ
دهرو|دھرو
دهري|دھري
دهريارو|دھريارو
دهريه|دھريہ
دهريو|دھريو
دهڙو|دھڙو
دهشت|دھشت
دهشتناڪ|دھشتناڪ
دهشتي|دھشتي
دهقان|دھقان
دهقاني|دھقاني
دهڪ|دھڪ
دهڪائڻ|دھڪائڻ
دهڪار|دھڪار
دهڪارو|دھڪارو
دهڪڻ|دھڪڻ
دهڪو|دھڪو
دهل|دھل
دهلائڻ|دھلائڻ
دهلاري|دھلاري
دهلتي|دھلتي
دهلجڻ|دھلجڻ
دهلڙي|دھلڙي
دهلڻ|دھلڻ
دهلو|دھلو
دهلوارو|دھلوارو
دهلوي|دھلوي
دهلي|دھلي
دهليز|دھليز
دهم|دھم
دهمان|دھمان
دهماني|دھماني
دهمڙدو|دھمڙدو
دهن|دھن
دهنر|دھنر
دهه|دھہ
دهو|دھو
دهوار|دھوار
دهوڙجن|دھوڙجن
دهوڙڻ|دھوڙڻ
دهي|دھي
دهيلا|دھيلا
دهيون|دھيون
دوباره|دوبارہ
دوپهري|دوپھري
دوپيازه|دوپيازہ
دوتهو|دوتھو
دوجهان|دوجھان
دوراهو|دوراھو
دوزخوهائڻ|دوزخوھائڻ
دوڙهيو|دوڙھيو
دوساهه|دوساھ
دوشنبه|دوشنبہ
دوشيزه|دوشيزہ
دوشينه|دوشينہ
دولهه|دولهہ
دونهائجڻ|دونھائجڻ
دونهائڻ|دونھائڻ
دونهاٽ|دونھاٽ
دونهاٽجڻ|دونھاٽجڻ
دونهاٽڻ|دونھاٽڻ
دونهارو|دونھارو
دونهاڙ|دونھاڙ
دونهان|دونھان
دونهانئڻ|دونھانئڻ
دونهاڻڪو|دونھاڻڪو
دونهه|دونھہ
دونهون|دونھون
دونهي|دونھي
دونهيارو|دونھيارو
دونهياري|دونھياري
دونهيرو|دونھيرو
دونهين|دونھين
دوهاري|دوھاري
دوهاڻي|دوھاڻي
دوهر|دوھر
دوهرو|دوھرو
دوهري|دوھري
دوهڙ|دوھڙ
دوهڙو|دوھڙو
دوهو|دوھو
ديده|ديدہ
ديهات|ديھات
ديهاتي|ديھاتي
ديهاڻي|ديھاڻي
ديهڌاري|ديھڌاري
ديهه|ديھہ
ديهي|ديھي
ذائقه|ذائقہ
ذاده|ذادہ
ذره|ذرہ
ذمه|ذمہ
ذهب|ذھب
ذهن|ذھن
ذهني|ذھني
ذهين|ذھين
ڊاٻهاڙو|ڊاٻھاڙو
ڊاماهو|ڊاماھو
ڊانهر|ڊانھر
ڊاهڻ|ڊاھڻ
ڊاهه|ڊاھ
ڊاهو|ڊاھو
ڊاهي|ڊاھي
ڊاهيون|ڊاھيون
ڊٽهڙو|ڊٽھڙو
ڊڙهتا|ڊڙهتا
ڊڙهه|ڊڙھہ
ڊگهه|ڊگهہ
ڊگھا|ڊگها
ڊگھائي|ڊگهائي
ڊگھارڻ|ڊگهارڻ
ڊگھاڻ|ڊگهاڻ
ڊگھرائين|ڊگهرائين
ڊگھرس|ڊگهرس
ڊگھڙ|ڊگهڙ
ڊگھڙي|ڊگهڙي
ڊگھل|ڊگهل
ڊگھو|ڊگهو
ڊگھوش|ڊگهوش
ڊگھي|ڊگهي
ڊگھير|ڊگهير
ڊگھيرڙو|ڊگهيرڙو
ڊگھيرڻ|ڊگهيرڻ
ڊگھيرو|ڊگهيرو
ڊگھيڙڻ|ڊگهيڙڻ
ڊگھيون|ڊگهيون
ڊنبهو|ڊنبھو
ڊنڊمرهياري|ڊنڊمرھياري
ڊنگھر|ڊنگهر
ڊه|ڊھ
ڊها|ڊھا
ڊهجڻ|ڊھجڻ
ڊهر|ڊھر
ڊهڪل|ڊھڪل
ڊهلڻ|ڊھلڻ
ڊهنڊي|ڊھنڊي
ڊهڻ|ڊھڻ
ڊهه|ڊھہ
ڊهو|ڊھو
ڊهوم|ڊھوم
ڊهون|ڊھون
ڊهي|ڊھي
ڊهيا|ڊھيا
ڊوهاڙ|ڊوھاڙ
ڊوهان|ڊوھان
ڊوهڙو|ڊوھڙو
ڊوهڻ|ڊوھڻ
ڊوهه|ڊوھہ
ڊوهو|ڊوھو
ڊوهي|ڊوھي
ڊوهـي|ڊوھـي
ڊوهيون|ڊوھيون
ڊيگهه|ڊيگهہ
ڊيگھي|ڊيگهي
ڊينگھر|ڊينگهر
ڊينگھو|ڊينگهو
ڊيها|ڊيھا
ڊيهاڙ|ڊيھاڙ
ڊيهڙ|ڊيھڙ
ڊيهڙو|ڊيھڙو
ڊيهه|ڊيھہ
ڊيهو|ڊيھو
ڊيهوڙ|ڊيھوڙ
ڌامراها|ڌامراھا
ڌامراهه|ڌامراھ
ڌامراهو|ڌامراھو
ڌرماهي|ڌرماھي
ڌڙهڙ|ڌڙھڙ
ڌڙهير|ڌڙھير
ڌوهو|ڌوھو
ڌيڄاهو|ڌيڄاھو
ڍانگھر|ڍانگهر
ڍاهر|ڍاھر
ڍاهو|ڍاھو
ڍڪڻهار|ڍڪڻھار
ڍنگھر|ڍنگهر
ڍنگھري|ڍنگهري
ڍهٽ|ڍھٽ
ڍهنڍ|ڍھنڍ
ڍهنڍي|ڍھنڍي
ڍهو|ڍھو
ڍهي|ڍھي
ڍوهو|ڍوھو
ڍينگھر|ڍينگهر
ڍينگھرن|ڍينگهرن
ڍينگھو|ڍينگهو
ڏاجهه|ڏاجهہ
ڏاجھو|ڏاجهو
ڏاجھوڙو|ڏاجهوڙو
ڏاجھيرو|ڏاجهيرو
ڏاڏاهه|ڏاڏاھ
ڏاڙهائڻ|ڏاڙھائڻ
ڏاڙهر|ڏاڙھر
ڏاڙهڻ|ڏاڙھڻ
ڏاڙهه|ڏاڙھہ
ڏاڙهون|ڏاڙھون
ڏاڙهي|ڏاڙھي
ڏاڙهيء|ڏاڙھيء
ڏاڙهيار|ڏاڙھيار
ڏاڙهيارو|ڏاڙھيارو
ڏاڙهيو|ڏاڙھيو
ڏاڙيهو|ڏاڙيھو
ڏاکڻاه|ڏاکڻاھ
ڏاگهه|ڏاگهہ
ڏاگھڙ|ڏاگهڙ
ڏاگھڻ|ڏاگهڻ
ڏاگھو|ڏاگهو
ڏالھي|ڏالهي
ڏاناهي|ڏاناھي
ڏانجهه|ڏانجهہ
ڏانجھو|ڏانجهو
ڏانگهه|ڏانگهہ
ڏانهس|ڏانھس
ڏانهن|ڏانھن
ڏانهه|ڏانھہ
ڏانهون|ڏانھون
ڏانهين|ڏانھين
ڏاهئين|ڏاھئين
ڏاهاڻو|ڏاھاڻو
ڏاهاڻي|ڏاھاڻي
ڏاهپ|ڏاھپ
ڏاهر|ڏاھر
ڏاهرڪي|ڏاھرڪي
ڏاهري|ڏاھري
ڏاهڙو|ڏاھڙو
ڏاهلڻ|ڏاھلڻ
ڏاهلي|ڏاھلي
ڏاهنئن|ڏاھنئن
ڏاهه|ڏاھ
ڏاهو|ڏاھو
ڏاهي|ڏاھي
ڏاهيجا|ڏاھيجا
ڏاھھ|ڏاھہ
ڏٻهه|ڏٻھہ
ڏپهرو|ڏپھرو
ڏجهه|ڏجهه
ڏجھارو|ڏجهارو
ڏجھڻ|ڏجهڻ
ڏجھو|ڏجهو
ڏرگھڻ|ڏرگهڻ
ڏرهائڻ|ڏرھائڻ
ڏرهه|ڏرھہ
ڏڙه|ڏڙھ
ڏڙهڻ|ڏڙھڻ
ڏڙهه|ڏڙھہ
ڏڙهو|ڏڙھو
ڏڙهي|ڏڙھي
ڏڙهيون|ڏڙھيون
ڏکڻهاري|ڏکڻھاري
ڏگهه|ڏگهہ
ڏگھچڙ|ڏگهچڙ
ڏگھر|ڏگهر
ڏگھري|ڏگهري
ڏگھڪي|ڏگهڪي
ڏگھلو|ڏگهلو
ڏگھو|ڏگهو
ڏلاه|ڏلاھ
ڏلهه|ڏلهہ
ڏلھا|ڏلها
ڏلھائي|ڏلهائي
ڏلھجڻ|ڏلهجڻ
ڏلھر|ڏلهر
ڏلھڻ|ڏلهڻ
ڏلھو|ڏلهو
ڏمهوگي|ڏمھوگي
ڏنجهه|ڏنجهه
ڏنجھڻ|ڏنجهڻ
ڏنجھو|ڏنجهو
ڏنگهه|ڏنگهہ
ڏنگھو|ڏنگهو
ڏنهر|ڏنھر
ڏنهن|ڏنھن
ڏنهنڪ|ڏنھنڪ
ڏنهه|ڏنھہ
ڏنهوڪو|ڏنھوڪو
ڏنهون|ڏنھون
ڏنهونڏنهن|ڏنھونڏنھن
ڏنهوڻڪو|ڏنھوڻڪو
ڏنهوڻو|ڏنھوڻو
ڏنهي|ڏنھي
ڏڻهن|ڏڻھن
ڏه|ڏھ
ڏها|ڏھا
ڏهائڻ|ڏھائڻ
ڏهائو|ڏھائو
ڏهائي|ڏھائي
ڏهاڄ|ڏھاڄ
ڏهاري|ڏھاري
ڏهاڙو|ڏھاڙو
ڏهاڙي|ڏھاڙي
ڏهاڪو|ڏھاڪو
ڏهاڳ|ڏھاڳ
ڏهاڳجڻ|ڏھاڳجڻ
ڏهاڳڻ|ڏھاڳڻ
ڏهاڳي|ڏھاڳي
ڏهان|ڏھان
ڏهاڻي|ڏھاڻي
ڏهٽاڻ|ڏھٽاڻ
ڏهٽو|ڏھٽو
ڏهر|ڏھر
ڏهــر|ڏھر
ڏهرا|ڏھرا
ڏهراج|ڏھراج
ڏهرجا|ڏھرجا
ڏهرڪي|ڏھرڪي
ڏهرنگ|ڏھرنگ
ڏهرو|ڏھرو
ڏهري|ڏھري
ڏهڙاڳ|ڏھڙاڳ
ڏهس|ڏھس
ڏهسئو|ڏھسئو
ڏهسنامو|ڏھسنامو
ڏهکاڄ|ڏھکاڄ
ڏهڪاء|ڏھڪاء
ڏهڪائجڻ|ڏھڪائجڻ
ڏهڪار|ڏھڪار
ڏهڪجڻ|ڏھڪجڻ
ڏهڪڻ|ڏھڪڻ
ڏهل|ڏھل
ڏهلائي|ڏھلائي
ڏهلو|ڏھلو
ڏهلي|ڏھلي
ڏهن|ڏھن
ڏهنئن|ڏھنئن
ڏهنائي|ڏھنائي
ڏهنايون|ڏھنايون
ڏهنور|ڏھنور
ڏهڻ|ڏھڻ
ڏهڻجو|ڏھڻجو
ڏهڻو|ڏھڻو
ڏهه|ڏھہ
ڏهو|ڏھو
ڏهوتر|ڏھوتر
ڏهوترو|ڏھوترو
ڏهوٽ|ڏھوٽ
ڏهوچ|ڏھوچ
ڏهون|ڏھون
ڏهوڻ|ڏھوڻ
ڏهوڻائي|ڏھوڻائي
ڏهوڻو|ڏھوڻو
ڏهي|ڏھي
ڏهيا|ڏھيا
ڏهيت|ڏھيت
ڏهيترو|ڏھيترو
ڏهيٽرو|ڏھيٽرو
ڏهيٽي|ڏھيٽي
ڏهيرائي|ڏھيرائي
ڏهيرو|ڏھيرو
ڏهيڙو|ڏھيڙو
ڏهيسر|ڏھيسر
ڏهيل|ڏھيل
ڏهيلائي|ڏھيلائي
ڏهيلو|ڏھيلو
ڏهين|ڏھين
ڏهيون|ڏھيون
ڏوجهه|ڏوجهہ
ڏوجھارو|ڏوجهارو
ڏوجھرو|ڏوجهرو
ڏوجھو|ڏوجهو
ڏوڏهار|ڏوڏھار
ڏورانهون|ڏورانھون
ڏورانهين|ڏورانھين
ڏورهو|ڏورھو
ڏورهين|ڏورھين
ڏوڙهو|ڏوڙھو
ڏوکاهو|ڏوکاھو
ڏوکاهي|ڏوکاھي
ڏوگهه|ڏوگهہ
ڏوگھا|ڏوگها
ڏوگھان|ڏوگهان
ڏوگھر|ڏوگهر
ڏوگھلو|ڏوگهلو
ڏوگھڻ|ڏوگهڻ
ڏوگھو|ڏوگهو
ڏوگھي|ڏوگهي
ڏوڳاھو|ڏوڳاھو
ڏولهه|ڏولهہ
ڏولھڻ|ڏولهڻ
ڏولھو|ڏولهو
ڏولھي|ڏولهي
ڏونجھو|ڏونجهو
ڏونگھا|ڏونگها
ڏونگھن|ڏونگهن
ڏونگھو|ڏونگهو
ڏونگھي|ڏونگهي
ڏونگھيء|ڏونگهيء
ڏونه|ڏونھ
ڏونهن|ڏونھن
ڏونهو|ڏونھو
ڏونهون|ڏونھون
ڏوهائتو|ڏوھائتو
ڏوهائي|ڏوھائي
ڏوهاري|ڏوھاري
ڏوهاڳ|ڏوھاڳ
ڏوهپڻ|ڏوھپڻ
ڏوهٽ|ڏوھٽ
ڏوهٽاڻ|ڏوھٽاڻ
ڏوهٽاڻو|ڏوھٽاڻو
ڏوهٽو|ڏوھٽو
ڏوهٽي|ڏوھٽي
ڏوهر|ڏوھر
ڏوهري|ڏوھري
ڏوهڙو|ڏوھڙو
ڏوهلو|ڏوھلو
ڏوهه|ڏوھہ
ڏوهو|ڏوھو
ڏوهور|ڏوھور
ڏوهي|ڏوھي
ڏوهيترو|ڏوھيترو
ڏوهيڙو|ڏوھيڙو
ڏيراه|ڏيراھ
ڏيلهه|ڏيلهہ
ڏيلھو|ڏيلهو
ڏيلھون|ڏيلهون
ڏينهئي|ڏينھئي
ڏينهاڙي|ڏينھاڙي
ڏينهان|ڏينھان
ڏينهگڻ|ڏينهگڻ
ڏينهن|ڏينھن
ڏينهنچي|ڏينھنچي
ڏينهنڪ|ڏينھنڪ
ڏينهوڪو|ڏينھوڪو
ڏينهون|ڏينھون
ڏينهونئي|ڏينھونئي
ڏينهوڻو|ڏينھوڻو
ڏيهائتا|ڏيھائتا
ڏيهارو|ڏيھارو
ڏيهاڙو|ڏيھاڙو
ڏيهاڙي|ڏيھاڙي
ڏيهان|ڏيھان
ڏيهاڻو|ڏيھاڻو
ڏيهاڻي|ڏيھاڻي
ڏيهر|ڏيھر
ڏيهرو|ڏيھرو
ڏيهن|ڏيھن
ڏيهه|ڏيھہ
ڏيهي|ڏيھي
